,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8,random_n9,random_n10,random_n11,random_n12,random_n13,random_n14,random_n15,random_n16,random_n17,random_n18,random_n19,random_n20,random_n21,random_n22,random_n23,random_n24
92,0,1,2,2,0,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,0,3,6,0,1,0,0,3,4,5,5,0,1,0,0,1,2,2,2,0,0,2,0,0,1,1,0,1,0,0,0,1,2,1,0,2,0
93,0,0,2,2,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,1,4,2,0,0,0,3,1,1,1,1,0,-1,0,1,1,1,0,2,1,2,0,2,2,1,0,2,2,0,2,1,2,0,1,1,2,0
94,0,0,2,2,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,5,4,3,0,0,0,3,1,1,1,1,0,-1,2,0,1,0,2,0,2,2,2,0,2,2,1,1,1,2,2,0,1,0,2,1,0,2
95,0,0,1,0,1,1,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,4,0,0,0,1,1,2,0,2,2,1,-1,0,2,1,1,0,2,0,1,2,1,2,2,0,0,1,1,0,2,0,1,0,0,2,0
96,0,1,2,0,1,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,3,0,6,0,1,2,2,0,1,1,4,0,-1,0,1,1,1,0,2,2,2,2,2,0,0,2,2,2,1,1,0,2,0,0,1,2,2
97,0,0,2,2,0,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,0,6,3,0,0,0,3,1,1,1,1,0,-1,1,2,2,0,1,1,1,2,0,2,2,0,0,1,1,1,2,0,0,2,0,2,0,2
98,0,0,2,2,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,5,4,5,0,0,0,3,1,1,1,1,0,-1,1,2,0,1,1,1,1,2,1,2,2,2,0,1,0,1,0,2,2,2,1,0,1,1
99,0,0,2,2,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,0,3,4,0,0,0,3,1,1,1,1,0,-1,2,0,2,1,2,2,0,2,1,2,2,2,0,2,2,2,1,1,0,0,2,0,2,1
100,0,0,2,2,0,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,1,2,1,0,0,0,3,1,1,1,1,0,-1,1,0,2,2,1,1,0,2,1,1,1,1,1,0,0,2,2,0,2,2,1,1,1,1
101,0,1,2,2,0,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,2,5,2,0,0,0,3,1,1,1,1,0,-1,2,1,0,1,1,2,1,2,2,0,1,0,1,2,1,2,1,1,1,2,0,0,0,2
102,0,1,2,0,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2,4,5,4,0,0,0,3,1,1,1,1,0,0,2,2,2,2,0,2,0,0,0,2,2,1,1,2,2,2,0,0,1,2,2,1,1,0
103,0,1,2,2,0,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,2,5,3,0,0,0,3,1,1,1,1,0,-1,1,0,2,1,0,2,0,0,0,0,0,0,0,1,1,2,0,0,1,2,1,2,1,2
104,0,0,2,2,0,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,0,5,4,0,0,0,3,1,1,1,1,0,-1,0,0,1,1,2,2,2,1,0,0,2,1,0,0,1,2,1,1,1,0,0,1,2,1
105,0,1,2,2,0,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,5,1,6,0,0,0,0,3,4,5,5,0,-1,2,0,1,2,0,1,0,0,0,1,0,2,1,0,2,1,0,1,1,0,2,1,1,2
106,0,1,2,2,0,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,3,5,4,0,0,0,3,1,1,1,1,0,-1,1,2,2,2,1,1,2,1,2,0,1,2,0,2,0,2,1,1,2,0,1,0,0,1
107,0,1,2,2,0,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,2,1,7,0,0,0,0,3,4,5,5,0,1,0,1,0,2,1,1,2,1,2,1,1,1,2,1,0,1,0,1,0,1,0,0,1,1
108,0,1,2,2,0,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,2,3,7,0,0,0,3,1,1,1,1,0,-1,2,0,1,1,1,1,0,2,1,2,2,2,1,0,0,2,0,2,0,2,2,1,2,1
109,0,0,2,0,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,5,0,4,0,0,0,3,1,1,1,1,0,-1,2,0,2,2,0,0,1,1,0,2,1,1,2,0,0,2,0,0,1,0,1,2,2,1
110,0,0,2,0,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,0,5,3,0,0,0,3,1,1,1,1,1,-1,2,2,2,1,2,1,0,2,0,0,2,1,0,2,1,2,1,1,1,2,0,1,1,2
111,0,1,2,2,2,2,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,6,4,0,0,0,3,1,1,1,1,0,0,1,0,2,2,1,1,2,1,2,2,2,0,2,0,1,1,2,1,1,2,2,2,0,1
112,0,1,2,0,0,4,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,0,0,3,4,5,5,0,-1,0,2,1,0,1,1,0,0,1,1,0,2,2,1,2,1,2,2,0,0,0,1,2,0
113,0,1,2,2,0,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,0,1,4,0,0,0,0,3,4,5,5,0,-1,2,1,2,2,1,2,2,2,1,2,0,0,1,1,0,1,2,2,1,0,0,0,0,1
114,0,1,2,2,2,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,2,0,0,0,0,0,3,4,5,5,0,0,0,2,2,1,0,1,0,0,1,0,1,2,0,2,1,2,0,2,0,0,2,2,2,1
115,0,0,2,2,0,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,6,0,0,0,0,3,4,5,5,0,-1,1,2,2,1,1,0,0,2,1,1,1,0,2,0,1,1,1,0,2,0,0,1,1,1
116,0,1,2,2,0,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,3,2,7,0,0,0,3,1,1,1,1,0,-1,0,2,0,1,1,2,2,2,1,2,2,1,0,2,2,1,0,1,0,1,2,2,0,0
117,0,1,2,2,0,4,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,0,4,0,0,0,3,1,1,1,1,0,-1,0,0,1,0,0,1,1,2,1,2,2,0,2,1,0,0,1,1,1,0,2,2,2,2
118,0,1,0,1,0,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,3,5,3,0,1,2,2,0,2,0,7,0,-1,1,2,2,0,2,1,1,0,2,0,1,1,0,0,1,0,0,2,2,1,2,1,0,1
119,0,1,2,2,0,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,2,3,2,0,0,0,3,1,1,1,1,0,-1,1,0,0,2,1,2,0,0,2,2,0,1,0,2,1,1,2,0,0,1,1,2,0,2
120,0,0,2,0,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,1,2,7,0,0,0,3,1,1,1,1,0,-1,1,2,2,0,1,0,2,2,0,1,0,1,0,0,0,0,2,2,1,2,0,1,0,0
121,0,0,1,0,2,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,2,2,7,0,0,0,1,4,3,3,6,0,-1,2,0,2,0,1,1,0,1,2,0,1,0,0,0,2,0,2,1,1,1,0,1,1,2
122,0,1,2,0,2,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,5,5,0,0,0,0,3,4,5,5,0,-1,2,0,0,0,2,0,2,1,0,1,1,1,2,1,1,2,2,0,0,2,0,2,1,1
123,0,1,2,0,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,0,5,0,0,0,3,1,1,1,1,0,-1,1,0,2,1,1,1,2,1,1,1,1,2,1,2,1,0,1,0,0,1,2,1,1,0
124,0,0,2,0,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,3,5,5,0,0,0,3,1,1,1,1,0,-1,1,2,2,2,2,0,0,2,2,2,1,0,0,0,2,2,0,1,1,0,2,0,0,1
125,0,1,2,2,2,2,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,1,0,0,0,0,3,1,1,1,1,0,0,1,2,0,0,2,1,0,2,1,0,1,2,2,2,0,0,2,2,2,2,2,2,1,2
126,0,1,2,2,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,2,0,1,0,0,0,3,1,1,1,1,0,0,0,0,2,1,0,0,0,2,2,1,2,0,2,2,2,0,0,2,2,2,1,0,2,0
127,0,1,2,0,2,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,4,2,5,0,0,0,0,3,4,5,5,0,-1,0,0,1,0,2,0,2,2,2,2,1,1,2,2,2,1,0,1,1,0,1,0,1,2
128,0,1,2,2,2,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,2,2,1,0,0,0,0,3,4,5,5,0,-1,1,2,0,2,1,0,2,0,0,0,2,0,1,0,0,2,0,0,2,2,0,0,0,1
129,0,1,2,2,2,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,2,3,3,0,0,0,0,3,1,1,1,0,-1,1,0,2,2,0,2,1,0,2,0,1,1,2,2,1,2,2,0,1,1,0,0,2,0
130,0,1,0,1,3,3,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,3,2,0,0,1,2,2,0,2,0,4,0,-1,2,1,1,1,0,2,0,0,1,1,2,0,1,1,0,0,2,0,2,2,2,0,2,1
131,0,1,0,1,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,2,4,2,3,6,0,1,2,2,0,5,4,4,0,-1,0,2,2,2,2,0,1,2,2,2,1,2,2,2,1,0,1,0,0,2,0,0,2,2
132,0,1,0,1,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,2,2,5,0,1,2,2,0,5,4,4,0,-1,2,0,0,1,0,1,2,1,1,1,2,1,1,2,0,1,1,0,2,2,2,1,0,2
133,0,1,0,1,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,2,1,6,0,1,2,2,0,5,4,4,0,-1,1,2,2,0,1,1,2,0,0,1,0,1,0,0,0,2,1,0,1,1,0,1,0,2
134,0,1,0,1,3,3,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,4,2,0,0,1,2,0,3,2,0,7,0,-1,0,2,1,1,1,2,2,2,2,0,2,1,1,0,0,2,2,1,1,1,2,2,0,0
135,0,1,0,1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,2,6,1,0,1,2,2,0,2,0,7,0,-1,0,1,2,2,2,1,0,2,2,0,0,1,1,0,2,2,2,2,0,0,0,0,1,2
136,0,1,0,1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,3,3,2,0,1,2,2,0,2,0,7,0,-1,0,1,2,0,2,1,2,2,2,2,0,2,1,1,1,1,0,0,0,1,1,1,0,1
137,0,1,0,1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,0,6,4,0,1,2,2,0,2,0,7,0,-1,0,2,2,2,1,0,2,0,2,0,1,1,1,0,2,1,2,2,0,1,0,0,2,2
138,0,1,0,1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,3,2,0,1,2,2,0,2,0,7,0,-1,1,1,1,0,0,1,0,2,0,1,2,2,2,0,0,0,2,2,0,0,0,2,0,2
139,0,1,0,1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,3,0,0,1,2,2,0,2,0,7,0,2,2,1,1,1,1,0,2,0,2,2,1,1,1,1,2,0,2,2,2,2,1,1,2,0
140,0,1,0,1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,3,2,5,0,1,2,2,0,2,0,7,0,2,0,0,2,1,2,0,0,1,2,2,1,2,2,1,0,1,0,1,0,1,1,1,0,1
141,0,1,0,1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,0,6,3,0,1,2,2,0,2,0,7,0,-1,0,1,2,0,1,0,0,2,1,1,1,0,1,2,0,2,1,0,0,2,0,1,2,0
142,0,1,0,1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,0,3,2,0,1,2,2,0,2,0,7,0,2,2,1,0,1,2,0,0,0,0,0,1,1,2,2,2,1,2,0,0,0,1,0,2,0
143,0,1,0,1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,0,4,2,0,1,2,2,0,2,0,7,0,-1,0,1,0,2,0,1,0,1,2,2,0,0,1,2,1,0,2,2,0,1,1,0,2,0
144,0,1,0,1,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,3,1,5,0,1,2,2,0,5,4,4,0,-1,0,2,1,0,1,0,0,2,2,2,0,1,0,2,0,2,2,0,1,2,1,1,2,2
145,0,1,0,1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,2,2,0,0,1,2,2,0,2,0,7,0,-1,1,0,0,2,2,1,0,0,0,0,2,2,0,0,0,1,2,0,2,0,2,0,1,2
146,0,1,0,1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,3,3,7,0,1,2,2,0,2,0,7,0,-1,2,1,2,0,0,1,2,2,2,0,0,1,1,0,0,0,2,2,0,1,2,2,1,2
147,0,1,0,1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,0,6,5,0,1,2,2,0,2,0,3,0,3,2,0,0,2,1,1,2,2,0,0,2,0,1,2,0,2,1,2,1,1,1,1,1,0
148,0,1,0,1,3,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,4,1,1,0,1,2,2,0,5,4,3,0,3,2,1,1,1,1,0,0,2,1,0,0,2,1,2,2,0,2,2,2,1,2,1,0,1
149,0,1,0,1,3,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,2,7,0,1,2,2,0,5,4,4,0,-1,0,0,1,2,1,2,0,1,0,1,1,2,1,0,0,0,1,0,2,1,1,0,2,2
150,0,1,0,1,3,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,5,1,0,0,1,2,2,0,5,4,4,0,-1,2,2,2,1,0,0,2,2,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,1
151,0,1,0,1,3,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,0,4,2,0,1,2,2,0,5,4,4,0,-1,1,1,1,2,2,1,1,1,2,0,2,0,1,0,2,2,1,0,0,1,0,2,2,0
152,0,1,0,1,3,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,5,2,2,0,1,2,2,0,5,4,4,0,-1,1,2,0,0,2,0,0,0,0,2,1,2,0,0,2,2,0,1,2,2,0,1,2,2
153,0,1,0,1,3,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,2,6,3,0,1,2,2,0,5,4,3,0,-1,1,1,1,2,2,1,1,2,1,1,2,2,2,0,0,1,2,2,1,1,0,2,1,0
154,0,1,0,1,3,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,3,3,2,0,1,2,2,0,5,4,3,0,-1,0,0,2,2,0,2,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,2,1,2
155,0,1,0,1,3,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,2,0,7,0,1,2,2,0,5,4,3,0,-1,2,0,0,0,2,0,1,0,1,2,2,1,1,1,1,1,0,0,0,2,1,1,0,0
156,0,1,0,1,3,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,3,3,7,0,1,2,2,0,5,4,3,0,3,0,2,1,1,2,2,0,0,2,2,2,0,2,1,2,0,1,0,2,1,1,2,0,1
157,0,1,0,1,3,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,5,2,3,0,1,2,2,0,2,0,7,0,-1,0,1,0,2,1,2,2,1,1,1,1,0,0,2,2,0,0,1,0,0,0,1,1,1
158,0,1,0,1,3,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,0,3,2,0,1,2,2,0,5,4,3,0,-1,2,0,0,2,1,2,2,0,0,1,2,1,0,1,2,0,0,1,1,1,1,0,2,2
159,0,1,0,1,3,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,0,0,1,0,1,2,2,0,5,4,3,0,-1,0,2,0,0,0,0,2,2,0,1,1,1,1,1,2,1,1,1,0,0,0,1,2,1
160,0,1,0,1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,0,0,2,0,1,2,2,0,2,0,3,0,3,2,2,2,0,0,1,1,2,1,0,0,2,2,0,2,0,0,0,2,0,2,0,0,1
161,0,1,0,1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,3,6,6,0,1,2,2,0,2,0,7,0,2,1,1,1,2,1,2,2,0,1,1,2,1,0,0,1,2,1,2,0,1,1,0,0,2
162,0,1,0,1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,0,0,3,0,1,2,2,0,2,0,7,0,2,1,1,2,0,2,0,2,0,0,0,1,0,2,0,0,2,1,1,2,1,0,0,0,0
163,0,1,0,1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,2,6,6,0,1,2,2,0,2,0,7,0,-1,0,2,2,1,0,1,2,2,0,2,2,2,1,2,2,0,0,1,0,1,0,2,1,2
164,0,1,0,1,3,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,2,3,3,0,1,2,2,0,5,4,3,0,3,1,0,1,1,2,2,2,0,0,1,1,0,1,1,1,2,1,0,0,0,1,2,0,1
165,0,1,0,1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,6,3,0,1,2,2,0,2,0,7,0,-1,2,1,1,2,1,2,2,1,0,0,0,1,1,2,1,2,1,1,1,2,0,0,2,1
166,0,1,0,1,3,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,4,2,2,0,1,2,2,0,5,4,3,0,-1,1,0,0,0,0,1,0,0,1,2,2,0,1,2,1,0,1,1,2,0,1,2,2,0
167,0,1,0,1,3,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,4,3,3,6,0,1,2,2,0,5,4,3,0,3,2,2,1,2,2,1,0,0,0,2,1,1,1,0,1,0,2,1,2,1,2,2,1,1
168,0,1,0,1,3,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,4,0,3,0,1,2,2,0,5,4,3,0,-1,1,0,1,1,2,2,2,0,1,0,2,2,2,2,2,0,1,0,0,1,1,1,2,2
169,0,1,0,1,3,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,5,4,4,0,1,2,2,0,5,4,4,0,-1,1,2,1,1,1,1,0,2,2,2,1,0,2,0,2,1,2,0,0,2,1,1,2,2
170,0,1,0,1,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,0,0,1,0,1,2,2,0,2,0,7,0,-1,1,0,1,1,2,2,2,2,0,1,1,1,2,1,2,2,0,0,0,0,2,0,2,1
171,0,1,0,1,3,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,5,2,0,1,2,2,0,5,4,3,0,3,2,1,2,1,2,0,2,0,1,1,1,1,1,2,2,2,2,0,2,1,2,1,0,2
172,0,1,0,1,3,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,3,6,3,0,1,2,2,0,5,4,3,0,3,1,2,1,1,1,2,1,2,0,2,2,2,2,2,2,0,2,1,0,0,2,0,2,0
173,0,1,0,1,3,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,5,0,6,0,1,2,2,0,2,0,3,0,-1,0,1,0,2,1,1,0,0,0,0,2,0,1,1,1,0,2,1,0,2,0,2,2,2
174,0,1,0,1,3,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,5,1,0,1,2,2,0,5,4,3,0,3,1,2,1,1,2,2,0,2,0,2,2,1,2,2,1,1,2,2,1,2,2,2,2,0
175,0,1,0,1,3,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,4,2,2,0,1,2,2,0,5,4,3,0,-1,0,2,1,2,2,2,1,2,0,1,1,2,1,1,2,1,2,1,2,0,1,0,1,1
176,0,1,0,1,3,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,5,3,1,0,1,2,2,0,5,4,3,0,-1,0,0,0,1,1,1,1,1,1,1,1,0,2,0,2,2,0,1,0,0,0,2,2,2
177,0,1,0,1,3,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,1,6,4,0,1,2,2,0,5,4,3,0,-1,0,0,2,0,1,0,2,1,2,1,0,0,2,0,0,0,2,0,2,2,0,1,0,2
