,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44
72,0,1,2,1,3,2,6,6,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,0,2,3,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
73,0,0,0,0,4,5,1,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,0,1,0,1,4,2,2,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0
74,0,1,0,2,2,1,3,5,9,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,2,3,0,3,4,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0
75,0,1,2,1,3,2,2,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,0,1,0,2,1,5,6,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1
76,0,0,1,3,4,0,5,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,1,0,1,4,2,2,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1
77,0,1,2,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,1,4,2,4,7,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
78,0,0,1,3,4,5,5,1,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,0,1,0,1,4,2,2,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1
79,0,0,1,3,0,3,4,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,1,0,1,3,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1
80,0,1,1,1,0,3,6,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,0,1,0,1,3,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
81,0,0,0,0,4,5,1,7,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,0,5,6,5,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
82,0,0,0,0,1,5,1,4,-1,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,1,4,2,2,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0
83,0,0,0,0,1,5,1,7,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,1,0,2,0,5,6,4,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1
84,0,1,2,1,3,2,6,6,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,0,2,3,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1
85,0,1,1,1,0,3,6,6,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,1,0,1,3,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1
86,0,1,0,2,2,4,3,0,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,1,0,2,1,5,6,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1
87,0,1,2,2,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,1,3,0,3,3,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
88,0,1,2,1,3,2,2,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,0,1,0,2,3,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
89,0,1,1,1,0,3,4,3,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,2,3,4,2,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1
90,0,0,0,0,1,5,1,7,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,1,0,2,0,5,6,4,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1
91,0,1,2,2,2,4,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,2,1,5,6,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0
92,0,1,2,2,2,4,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,2,1,5,6,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
93,0,0,0,0,1,1,3,5,32,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,0,2,0,5,3,4,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1
94,0,0,0,2,1,1,3,5,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,1,0,2,3,0,3,4,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1
95,0,1,2,2,3,2,2,2,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,0,1,0,2,1,5,6,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1
96,0,1,1,1,0,3,4,3,-1,-1,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,2,3,4,2,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0
97,0,0,0,0,1,1,3,4,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,6,0,0,1,0,2,1,5,6,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0
98,0,1,1,1,0,3,6,6,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,2,3,4,2,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0
99,0,0,0,0,1,1,1,7,11,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,0,2,0,5,3,4,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1
100,0,1,2,1,3,2,2,2,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,1,3,0,4,7,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1
101,0,1,2,1,3,2,6,6,-1,1,1,1,1,0,0,0,0,0,1,0,1,4,1,0,0,0,0,1,0,2,3,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
102,0,1,1,1,0,3,6,6,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,1,2,3,4,2,1,7,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1
103,0,0,0,0,1,5,1,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,1,4,2,2,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1
104,0,0,1,3,4,0,5,1,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,0,3,0,5,6,5,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1
105,0,1,0,2,2,4,3,0,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,1,0,2,1,5,6,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0
106,0,1,2,1,3,2,2,2,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,2,1,3,0,4,7,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
107,0,0,0,0,4,5,1,7,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,0,5,6,5,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
108,0,0,1,3,0,3,4,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,1,0,1,3,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0
109,0,1,2,2,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,2,1,3,0,4,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0
110,0,0,1,3,4,0,5,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,1,0,1,4,2,2,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0
111,0,0,1,3,4,0,5,1,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,0,3,0,5,6,5,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
112,0,1,2,2,2,4,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,1,2,1,3,0,4,3,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1
113,0,0,1,3,4,0,5,1,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,2,0,1,0,3,0,5,6,5,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
114,0,0,0,0,1,1,1,4,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,1,4,2,2,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1
115,0,0,0,0,1,1,3,4,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,1,0,2,1,5,6,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1
116,0,1,2,2,2,4,0,0,-1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,2,1,5,6,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
117,0,0,1,3,0,0,4,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,1,0,1,3,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0
118,0,0,0,0,1,1,1,7,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,0,2,0,5,3,4,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1
119,0,0,0,0,1,1,3,5,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,1,0,2,3,0,3,4,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0
120,0,0,0,0,1,1,3,4,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,1,0,2,1,5,6,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0
121,0,0,1,3,0,3,4,3,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,2,3,4,2,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
122,0,1,2,2,2,4,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,1,2,1,3,0,4,3,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0
123,0,1,2,1,3,2,2,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,0,1,0,2,1,5,6,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
124,0,1,0,2,2,4,3,0,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,1,0,2,1,5,6,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0
125,0,0,0,0,4,5,1,7,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,0,5,6,5,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
126,0,1,1,1,0,3,6,6,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,2,3,4,2,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0
127,0,1,2,2,2,4,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,2,1,5,6,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1
128,0,1,2,2,2,4,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,2,1,5,6,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1
129,0,1,0,2,2,4,3,0,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,1,0,2,1,5,6,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0
130,0,0,0,0,4,5,1,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,0,1,0,1,4,2,2,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0
131,0,0,0,0,4,5,1,7,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,0,5,6,5,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0
132,0,0,1,3,0,3,4,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,1,0,1,3,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
133,0,1,1,1,0,3,6,6,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,2,3,4,2,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
134,0,1,1,3,0,3,4,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,1,0,1,3,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
135,0,0,0,3,4,5,5,1,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,0,1,0,1,4,2,2,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1
136,0,0,0,0,1,1,1,4,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,1,4,2,2,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
137,0,0,0,0,1,1,1,4,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,1,4,2,2,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0
138,0,0,0,0,1,1,1,4,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,1,4,2,2,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0
139,0,0,0,0,1,1,3,5,38,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,1,0,2,3,0,3,4,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0
140,0,0,0,0,1,1,3,5,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,0,2,3,5,3,4,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0
141,0,1,1,3,0,3,4,3,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,2,3,4,2,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0
142,0,1,1,1,0,3,6,6,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,1,2,3,4,2,1,7,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0
143,0,0,1,3,4,0,5,1,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,3,0,5,6,5,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0
144,0,0,0,0,4,5,1,1,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,0,1,0,1,4,2,2,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1
145,0,0,1,3,4,0,5,1,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,0,3,0,5,6,5,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1
146,0,1,1,1,0,3,6,6,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,1,0,1,3,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1
147,0,1,2,1,3,2,6,6,-1,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,0,2,3,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
148,0,0,1,3,4,5,5,1,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,1,0,2,0,5,6,5,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0
149,0,0,1,3,4,0,5,1,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,0,3,0,5,6,5,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0
150,0,1,2,2,2,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,2,1,3,0,4,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1
151,0,1,2,2,2,4,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,2,1,5,6,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0
